Titles,Descriptions,Label
A.I. excitement leads to a winning week for Nvidia and other tech stocks,"Here are the best performing stocks of the week, with Nvidia leading the way",1
"Goldman Sachs Maintains Buy on NVIDIA, Raises Price Target to $440",Goldman Sachs analyst Toshiya Hari maintains NVIDIA with a Buy and raises the price target from $275 to $440.,1
"Marvell, Nvidia, Workday, Gap, Paramount, and More Stock Market Movers","Marvell stock surges after the chip company issues a solid growth outlook on the back of expected gains in AI revenue, Nvidia dips after surging 24% on Thursday, Workday's earnings beat estimates, and Gap posts a surprise adjusted quarterly profit.",0
Intel Risks Being Left Behind as Nvidia Ups AI Lead,"Nvidia Corp. gave investors what they were looking for this week: concrete evidence that the surge in artificial intelligence is resulting in a sales boost. Nearly lost in the euphoria that the chipmaker set in motion, however, was a warning that not all are going to join in the feast.",1
"Marvell, Nvidia, Workday, Gap, and More Stock Market Movers","Marvell stock surges after the chip company issues a solid growth outlook on the back of expected gains in AI revenue, Nvidia dips after surging 24% on Thursday, Workday's earnings beat estimates, and Gap posts a surprise adjusted quarterly profit.",0
Long-Time Nvidia Investor Trims Holdings as AI Rally Overheats,"One of Nvidia Corp.’s long-term investors is trimming bets on the stock, saying the frenzy around artificial intelligence has pushed valuations too far.",0
"Remark Holdings, Inc. joins NVIDIA Metropolis to transform cities around the world","LONDON and LAS VEGAS, June 2, 2023 /PRNewswire/ -- Remark Holdings, Inc. (NASDAQ:MARK), a leading provider of artificial intelligence (&#34;AI&#34;)-powered video analytics solutions, announced it has joined the NVIDIA",1
ESG Fund Manager Beats 99% of Peers With Giant Bet on Nvidia,"The ESG fund with the biggest exposure to Nvidia Corp. has trounced much of the market, as bets on artificial intelligence transform the fortunes of portfolios promoting environmental, social and governance principles.",1
Retail Traders Look Beyond Nvidia for Next AI Bets,"Retail traders are riding the wave of AI mania that’s swamped Wall Street, looking beyond Nvidia Corp. and C3.ai Inc. for the next stocks to pop.",0
Nvidia CEO Jensen Huang may visit Shanghai on June 6 - Shanghai Securities News,"Nvidia Corp Chief Executive Jensen Huang may visit Shanghai on June 6, the Shanghai Securities News reported on Friday.",1
"GQG adds more Nvidia as chipmaker has a 'new leg', says CIO","A big buyer of Nvidia Corp's shares in the first quarter, Australia-listed investment firm GQG Partners , said it has continued to increase its exposure to the company since then as the chipmaker is likely to benefit from a cycle of investment in artificial intelligence.",1
Orbbec: Revolutionizing AI and Robotics with Advanced Vision Sensors Powered by NVIDIA&#39;s Accelerated Computing,"TROY, Mich., June 1, 2023 /PRNewswire/ -- Orbbec, a pioneer in 3D visual perception technology, is making waves in the AI and robotics industry. Collaborating with NVIDIA and Microsoft, Orbbec has developed the Femto",1
Nvidia runaway winner in market cap addition in May,"Nvidia Corp's market capitalisation jumped the most in May among the top 20 global companies by market value, adding $248 billion, with a majority of the gains coming in the last four sessions, according to Refinitiv data.",1
"Forget Nvidia: Fund manager says buy these two chip giants instead, giving one 30% upside","Portfolio manager Jordan Cvetanovski says one Nvidia-alternative has the edge, expecting it to rise around 30%.",1
NVIDIA Announces Upcoming Event for Financial Community,"SANTA CLARA, Calif., June 08, 2023 (GLOBE NEWSWIRE) -- NVIDIA will present at the following event for the financial community: Nasdaq Investor Conference in Partnership with JefferiesWednesday, June 14, 8:30 a.m.",1
NVIDIA Stockholder Meeting Set for June 22; Individuals Can Participate Online,"SANTA CLARA, Calif., June 08, 2023 (GLOBE NEWSWIRE) -- NVIDIA today announced it will hold its 2023 Annual Meeting of Stockholders online on Thursday, June 22, at 11 a.m. PT. The meeting will take place virtually at",1
"AI startup Cohere raises funds from Nvidia, valued at $2.2 billion","Cohere, an AI foundation model company that competes with Microsoft-backed OpenAI, said on Thursday it had raised $270 million in a funding round from investors including Nvidia , Oracle and Salesforce Ventures.",1
Nvidia invests in Google-linked generative AI startup Cohere,"Nvidia, which recently hit a $1 trillion valuation in the AI boom, joins investors in a round of venture for Cohere, a generative AI startup with Google roots.",1
AI startup Cohere raises $270 mln in Nvidia-backed funding round,"Cohere, an AI foundation model company that competes with Microsoft-backed OpenAI, said on Thursday it had raised $270 million in a funding round backed by Nvidia, Oracle and Salesforce Ventures, among others.",1
"AI Firm Cohere Raises $270 Million With Oracle, Nvidia Backing","Artificial intelligence startup Cohere has raised $270 million from a mix of venture capital and strategic investors including Oracle Corp. and Nvidia Corp., an executive said in an interview.",1
NVIDIA Corporation (NVDA) Rosenblatt's Annual Technology Summit - The age of AI scaling (Part I) Conference (Transcript),NVIDIA Corporation (NVDA) Rosenblatt's Annual Technology Summit - The age of AI scaling (Part I) Conference (Transcript),2
"Look Out, Nvidia: Kroger Is an AI Stock Now","Choosing the AI winners might not be as easy as it looks. While Nvidia is an obvious one, others have a lot of catching up to do.",1
Nvidia gets price target hike amid 10% weekly gain. Here's what the pros are saying,Pros on CNBC discussed Nvidia after the stock received a price target hike. Shares added 10% this week.,1
"Morgan Stanley Maintains Overweight on NVIDIA, Raises Price Target to $500",Morgan Stanley analyst Joseph Moore maintains NVIDIA with a Overweight and raises the price target from $450 to $500.,1
Morgan Stanley says Nvidia is the top pick for artificial intelligence over AMD,Analyst Joseph Moore said Nvidia has more immediate upside than other AI stock plays.,1
Bank of America says keep buying Nvidia shares for two main reasons,Bank of America believes Nvidia will continue to be a leader in the industry with its new gaming cycle as well as its AI capabilities.,1
NVIDIA Corporation (NVDA) Nasdaq London Investor Conference (Transcript),NVIDIA Corporation (NVDA) Nasdaq London Investor Conference (Transcript),2
"AMD, Nvidia, Tesla, UnitedHealth, Logitech, and More Stock Market Movers","Advanced Micro Devices launches a new AI chip to challenge Nvidia's dominance in the space, Nvidia closes with a market cap above $1 trillion, and Tesla finishes higher for a record 13th consecutive session.",1
Nvidia Buyback Freeze Follows Perfectly Timed Binge,Nvidia Corp. made some astute stock buybacks last year ahead of a monster rally fueled by the artificial intelligence frenzy. Now the chipmaker is drawing attention because it stopped buying.,1
Nvidia CEO Says Chipmaker ‘Extremely Likely’ to Invest in Europe,"Nvidia Corp., the world’s most valuable chipmaker, is “extremely likely” to invest in Europe, Chief Executive Officer Jensen Huang said.",1
"Jensen Huang Saw the Future. At Nvidia, He’s Building It.",Huang’s long-term thinking and willingness to invest have led to breakthroughs that opened new markets for Nvidia and expanded its technology leadership.,1
"Mizuho Reiterates Buy on NVIDIA, Maintains $400 Price Target",Mizuho analyst Vijay Rakesh reiterates NVIDIA with a Buy and maintains $400 price target.,1
Nvidia Surge Fails to Rub Off on Those It Needs Most,"While Nvidia Corp. shares have roughly tripled this year, those that the company relies on to produce the chips at the heart of the artificial-intelligence frenzy have yet to see such stellar rewards.",1
"Tesla, Nvidia, Intel, KB Home, Accenture, and More Stock Market Movers","Tesla extends losses, Nvidia trades lower, and KB Home declines after the home builder's earnings report.",0
Nvidia More Popular Than Tesla as Another 100 ESG Funds Pile In,"Nvidia Corp.’s stratospheric ascent has lured at least 100 more ESG funds in recent weeks, transforming the company into one of the most popular stocks among asset managers who integrate environmental, social and governance metrics into their investment strategies.",1
Inside China's underground market for high-end Nvidia AI chips,Psst! Where can a Chinese buyer purchase top-end Nvidia AI chips in the wake of U.S. sanctions?,2
"Daiwa Capital Upgrades NVIDIA to Outperform, Raises Price Target to $475",Daiwa Capital analyst Louis Miscioscia upgrades NVIDIA from Neutral to Outperform and raises the price target from $408 to $475.,1
Microsoft-backed AI startup Inflection raises $1.3 billion from Nvidia and others,"Inflection AI, a startup backed by several Silicon Valley heavyweights, said on Thursday it had raised $1.3 billion from investors including Microsoft and Nvidia, amid a boom in the artificial intelligence (AI) sector.",1
Microsoft-backed AI startup Inflection raises $1.3 bln from Nvidia and others,"Inflection AI, a startup backed by several Silicon Valley heavyweights, said on Thursday it had raised $1.3 billion from investors including Microsoft and Nvidia, amid a boom in the artificial intelligence (AI) sector.",1
"Rosenblatt Reiterates Buy on NVIDIA, Maintains $600 Price Target",Rosenblatt analyst Hans Mosesmann reiterates NVIDIA with a Buy and maintains $600 price target.,1
"Oracle spending 'billions' on Nvidia chips this year, Ellison says","Oracle Corp is spending ""billions"" of dollars on chips from Nvidia Corp as it expands a cloud computing service targeting a new wave of artificial intelligence (AI) companies, Oracle founder and Chairman Larry Ellison said on Wednesday.",1
Nvidia downplays possible U.S. chip export restrictions,Nvidia stock started recovering on Kress' comments before falling about 1.8% in intraday trading.,0
Nvidia sees no material impact from reported AI chip restrictions on China - CNBC,"Nvidia expects no immediate material impact from the reported new restrictions on exports of artificial intelligence chips to China, CNBC reported on Wednesday citing CFO Colette Kress.",0
What the potential U.S. ban of A.I. chips to China could mean for Nvidia,Shares of Nvidia fell overnight as investors weigh the potential impact that new restrictions on exports of AI chips to China would have on the stock.,0
"Nvidia Positioned for Massive Growth as Core Holding in Generative AI, Analyst Says",Tigress Financial Partners analyst Ivan Feinseth reiterated a Buy rating on Nvidia Corp and raised the,1
"Nvidia Stock Is a Great Way to Play AI and Beyond, Says Analyst","Tigress Financial analyst Ivan Feinseth nearly doubled his price target on Nvidia stock. “Nvidia is one of the best ways to play the accelerating adoption of AI into all types of technologies,” he wrote.",1
"Tigress Financial Maintains Buy on NVIDIA, Raises Price Target to $560",Tigress Financial analyst Ivan Feinseth maintains NVIDIA with a Buy and raises the price target from $320 to $560.,1
"Nvidia and Broadcom Have the Most AI Upside in Chip Stocks, Says Analyst","Truist analyst William Stein raised price targets on Nvidia and Broadcom stock, and reiterated Buy ratings on them. They have ""meaningful upsides,"" he wrote.",1
"Truist Securities Maintains Buy on NVIDIA, Raises Price Target to $545",Truist Securities analyst William Stein maintains NVIDIA with a Buy and raises the price target from $470 to $545.,1
Chart analyst Katie Stockton shares how to play Nvidia at these levels,"After a blowout performance to start the year, shares of Nvidia are showing signs of ""upside exhaustion,"" this chart analyst says",0
Nvidia invests $50 million in biotech company Recursion for AI drug discovery,"Nvidia is investing in Recursion, which uses AI models to identify new therapies and offers those models to its partners, including Roche and Bayer.",1
"Nvidia in talks to become anchor investor in Arm IPO, sources say","SoftBank Group Corp's chip designer Arm Ltd is in talks to bring in Nvidia as an anchor investor as it presses ahead with plans for a New York listing that could happen in September, people familiar with the matter told Reuters.",1
AI Drug Discovery Firm Recursion Surges Following $50 Million Nvidia Investment,The latest sign of investors’ unrelenting demand for all things artificial intelligence related: a record rally in drug discovery firm Recursion Pharmaceuticals Inc. following an investment from Nvidia Corp.,1
Nvidia invests $50 mln in Recursion to train AI models for drug discovery,"Nvidia invested $50 million to speed up training of biotech firm Recursion's artificial intelligence models for drug discovery, which the chip designer can then potentially license out, the companies said on Wednesday.",1
"VMware, Nvidia, Coty, Coinbase, Illumina, and More Stock Market Movers","The European Commission approves Broadcom's acquisition of software company VMware, a report says chip designer Arm is discussing bringing in Nvidia as an anchor investor for its planned initial public offering, and Kim Kardashian is in talks to buy back a stake in her beauty business from Coty.",1
Tesla's Musk Needs Nvidia. He Wants Those AI Chips.,"Nvidia and its CEO, Jensen Huang, came up on Tesla's earnings conference call. ",1
Tesla's Elon Musk Has 'Tremendous Respect' for Nvidia CEO Jensen Huang,"Nvidia and its CEO Jensen Huang came up on Tesla's earnings conference call, as Elon Musk said he would “take Nvidia hardware as fast as Nvidia will deliver it to us.”",1
"Susquehanna Maintains Positive on NVIDIA, Raises Price Target to $575",Susquehanna analyst Christopher Rolland maintains NVIDIA with a Positive and raises the price target from $450 to $575.,1
Startup Cerebras Takes on Nvidia With Chain of AI Supercomputers,"Startup chipmaker Cerebras Systems Inc. announced that it’s built the first of nine artificial intelligence supercomputers in a partnership with Abu Dhabi, part of an effort to provide alternatives to systems using Nvidia Corp. technology.",0
"Barclays Maintains Overweight on NVIDIA, Raises Price Target to $600",Barclays analyst Blayne Curtis maintains NVIDIA with a Overweight and raises the price target from $500 to $600.,1
"Wolfe Research Initiates Coverage On NVIDIA with Outperform Rating, Announces Price Target of $570",Wolfe Research analyst Chris Caso initiates coverage on NVIDIA with a Outperform rating and announces Price Target of $570.,1
"Nvidia, Microsoft, Apple and 4 More Stocks to Play AI. Why Alphabet Misses Out.","Melius Research started coverage of Nvidia, Microsoft and Apple with Buy ratings on their AI potential but were more skeptical about Google-parent Alphabet. ",1
China AI Chip Firm Targeting Nvidia Seeks Hong Kong IPO in 2023,"Chinese chip startup Shanghai Biren Intelligent Technology Co. is considering an initial public offering in Hong Kong as soon as this year, according to people familiar with the matter, aiming to capitalize on a wave of local clients turning to its AI chips as an alternative to banned Nvidia Corp. silicon.",0
"Intel Stock Rises After Earnings. How Analysts See It Matching Up to Nvidia, AMD.",Intel stock climbed Friday after its revenue forecast beat expectations but there are still concerns about competition from Nvidia and AMD for data-center chips.,0
This under-the-radar Nvidia derivative play is up nearly 60% this week,Investors on the hunt for under-the-radar ways to play the booming artificial intelligence theme may want to take a look at this Nvidia derivative,1
"ServiceNow, NVIDIA, and Accenture team to accelerate generative AI adoption for enterprises","First-of-its-kind AI Lighthouse program helps customers create generative AI-based initiatives to transform their business operations ServiceNow (NYSE:NOW), NVIDIA (NASDAQ:NVDA), and Accenture (NYSE:ACN) today",1
"AI Could Spark the Most Productive Decade Ever, Says the CEO of This Nvidia-Backed Start-Up",Personal assistants like Siri haven't seen much improvement for several years. An Nvidia-backed startup called Inflection AI might have the answer.,1
Edge Impulse Launches Integration with NVIDIA TAO Toolkit to Supercharge Edge AI,"Developers and enterprises can optimize performance and accelerate time to market of edge AI applications with NVIDIA TAO on Edge Impulse Edge Impulse, a leading platform for building, refining and deploying machine",1
NVIDIA Names Melissa Lora to Board of Directors,"SANTA CLARA, Calif., July 24, 2023 (GLOBE NEWSWIRE) -- NVIDIA today announced that it has named to its board of directors Melissa Lora, who spent three decades as an executive at Taco Bell Corp., a subsidiary of Yum!",1
"Nvidia Is the AI-Chip Winner, Analyst Says. Why There’s Hope for Intel, AMD.",Mizuho analyst Vijay Rakesh raised his target price on Nvidia but said the growth of artificial intelligence is a tailwind for AMD and Intel too.,1
"Mizuho Maintains Buy on NVIDIA, Raises Price Target to $530",Mizuho analyst Vijay Rakesh maintains NVIDIA with a Buy and raises the price target from $400 to $530.,1
"Giant Fund Slashed Apple Stock Investment, Bought Tesla, Nvidia","AustralianSuper, one of the world’s largest pensions, halved its Apple stock investment and sold Microsoft stock, while buying shares of Tesla and Nvidia.",1
CoreWeave raises $2.3 billion in debt collateralized by Nvidia chips,"Specialized cloud provider CoreWeave has raised $2.3 billion in a debt facility led by Magnetar Capital and Blackstone and collateralized by Nvidia chips, with the funds to be used to expand to meet rising AI workload, the company said on Thursday.",1
Aetina Launches New Fanless Edge AI Systems Powered by NVIDIA Jetson Orin,"NEW TAIPEI CITY, Aug. 3, 2023 /PRNewswire/ -- Aetina launches its new fanless edge AI systems powered by NVIDIA Jetson Orin system-on-modules (SoMs), including the NVIDIA Jetson AGX Orin, Orin NX, and Orin Nano. These",1
NVIDIA Sets Conference Call for Second-Quarter Financial Results,"SANTA CLARA, Calif., Aug. 02, 2023 (GLOBE NEWSWIRE) -- NVIDIA will host a conference call on Wednesday, Aug. 23, at 2 p.m. PT (5 p.m. ET), to discuss its financial results for the second quarter of fiscal year 2024,",2
AMD Doubles Down on Its AI Future. How Analysts See It Measuring Up to Nvidia.,AMD stock is now set to be driven by its success in AI chips but analysts are split on how much market share it can take from Nvidia.,1
"AMD forecasts challenger to Nvidia AI chip for 4th quarter, eyes China AI market","Advanced Micro Devices on Tuesday forecast a strong fourth quarter driven by the planned launch of artificial-intelligence chips that could compete with Nvidia chips, with the company's CEO saying it sees an ""opportunity"" to sell its AI chips in China.",1
"AMD forecasts challenger to Nvidia AI chip to launch in 4th quarter, shares rise",Advanced Micro Devices on Tuesday forecast a strong fourth quarter and expects to have artificial-intelligence hardware that can challenge Nvidia chips by then.,1
Buffett disciple Guy Spier names the only chip stock he owns — and explains why he avoids Nvidia,"Shares of Nvidia have skyrocketed 190% this year on the optimism surrounding artificial intelligence. But it's ""buyer beware,"" Spier tells CNBC Pro Talks.",1
"GQG Partners adds Nvidia, Amazon, Apple in Q2","Australia-listed investment firm GQG Partners added more shares of Nvidia Corp in the second quarter, ending June with $5.9 billion invested in the chipmaker, according to regulatory filings on Friday.",1
China's internet giants order $5 bln of Nvidia chips to power AI ambitions -FT,"China's internet giants are rushing to acquire high-performance Nvidia chips vital for building generative artificial intelligence systems, making orders worth $5 billion, the Financial Times reported on Wednesday.",1
PNY Announces Availability of New NVIDIA Ada Lovelace Architecture-Based GPUs,"PNY customers can now order from the expanded family of NVIDIA Ada Generation GPUs for workstations and the data center, which delivers compelling AI, compute, graphics, and real-time rendering to professionals",1
NVIDIA Releases Major Omniverse Upgrade With Generative AI and OpenUSD,"LOS ANGELES, Aug. 08, 2023 (GLOBE NEWSWIRE) -- SIGGRAPH—NVIDIA today announced a major release of its NVIDIA Omniverse™ platform, offering new foundation applications and services for developers and industrial",1
NVIDIA Omniverse Opens Portals to Vast Worlds of OpenUSD,"LOS ANGELES, Aug. 08, 2023 (GLOBE NEWSWIRE) -- SIGGRAPH—NVIDIA today announced a broad range of frameworks, resources and services for developers and companies to accelerate the adoption of Universal Scene Description,",1
"NVIDIA, Global Data Center System Manufacturers to Supercharge Generative AI and Industrial Digitalization","LOS ANGELES, Aug. 08, 2023 (GLOBE NEWSWIRE) -- SIGGRAPH—NVIDIA today announced NVIDIA OVX™ servers featuring the new NVIDIA® L40S GPU, a powerful, universal data center processor designed to accelerate the",1
"NVIDIA, Global Workstation Manufacturers to Launch Powerful Systems for Generative AI and LLM Development, Content Creation, Data Science","LOS ANGELES, Aug. 08, 2023 (GLOBE NEWSWIRE) -- SIGGRAPH—NVIDIA and global manufacturers today announced powerful new NVIDIA RTX™ workstations designed for development and content creation in the age of",1
"Nvidia, Lowe's, Dollar Tree, and More Stocks to Watch This Week","The Federal Reserve's Jackson Hole Economic Policy Symposium begins on Thursday. Plus, earnings from Lowe's, Nvidia, Dollar Tree, Intuit, and Ulta Beauty.",1
Wall Street awaits hotly anticipated Nvidia earnings. What the pros say to do next,"Pros on CNBC discussed Nvidia as the chipmaker prepares to announce its much-anticipated, second-quarter earnings Wednesday.",1
"Wedbush Reiterates Outperform on NVIDIA, Maintains $490 Price Target",Wedbush analyst Matt Bryson reiterates NVIDIA with a Outperform and maintains $490 price target.,1
Reallusion Integrates iClone Live Sync with NVIDIA Omniverse™,"Two-way Synchronized Character Animation Workflow Empowers NVIDIA Omniverse™ in Real-time Crowd Generation for Digital Twins and AECO. SAN JOSE, Calif., Aug. 18, 2023 /PRNewswire-PRWeb/ -- Reallusion releases the",1
"Rosenblatt Maintains Buy on NVIDIA, Raises Price Target to $800",Rosenblatt analyst Hans Mosesmann maintains NVIDIA with a Buy and raises the price target from $600 to $800.,1
"Oppenheimer Maintains Outperform on NVIDIA, Raises Price Target to $500",Oppenheimer analyst Patrick Scholes maintains NVIDIA with a Outperform and raises the price target from $420 to $500.,1
"Rosenblatt hikes Nvidia price target to Street high, says shares can rally another 80% from here","Rosenblatt is getting more bullish on Nvidia ahead of its quarterly print next week, hiking shares to the highest price target among the Wall Street community. ",1
Analysts are going gaga over Nvidia before its earnings next week,"Nearly three months after Nvidia shocked Wall Street with blowout earnings and guidance due to AI demand, analysts are still going crazy for the chipmaker.",1
"Nvidia Beats Big, and Powell Doesn’t Rock the Boat. Why That’s Ominous for Stocks.",Investors wanted Nvidia to keep AI mania going and the Fed to stick to the script. But all that wasn’t enough to drive correction fears away.,0
Bank of America sees more than 30% upside ahead for this derivative play post-Nvidia earnings,"Another blowout quarter from artificial intelligence giant Nvidia should bode well for shares of this derivative play, according to Bank of America.",1
"Nvidia Market Reaction Shows US Rally Is Over, Morgan Stanley’s Wilson Says","The drop in US stocks on Thursday despite a bumper report from Nvidia Corp. shows the rally this year is “exhausted” and portends more declines to come, according to Morgan Stanley’s Michael Wilson.",0
This Key Japanese AI Stock Is Trading as Expensive as Nvidia,"Shares of Advantest Corp., a Japanese maker of semiconductor testing equipment seen as a key beneficiary of the artificial intelligence boom, are now trading as expensive as those of Nvidia Corp.",0
NVIDIA Announces Upcoming Events for Financial Community,"SANTA CLARA, Calif., Aug. 24, 2023 (GLOBE NEWSWIRE) -- NVIDIA will present at the following events for the financial community: Goldman Sachs Communacopia &amp; Technology ConferenceTuesday, Sept. 5, 12:25 p.m.",1
Nvidia shares little changed despite earnings beat. What the pros say to do next,Pros on CNBC discussed Nvidia after the company beat both earnings and revenue estimates for the second quarter.,0
"Nvidia earnings scare away AMD, Intel investors as legacy chipmakers lose ground in AI","In its earnings report on Wednesday, Nvidia said sales this quarter will likely rise 170%, showing the company's dominance in artificial intelligence chips",1
Nvidia shares hit record high as AI demand fuels record results,"Shares of Nvidia rose as much as 6.7% on Thursday, hitting an all-time high, after the company unveiled a $25 billion stock buyback plan and record quarterly revenue powered by strong demand for its artificial intelligence (AI)-focused chips.",1
SoftBank Lines Up Apple and Nvidia as Strategic Arm IPO Backers,"SoftBank Group Corp. has lined up some of Arm Ltd.’s biggest customers as strategic investors for the chip company’s initial public offering, including Apple Inc., Nvidia Corp., Intel Corp. and Samsung Electronics Co., according to people familiar with the situation.",1
US curbs AI chip exports from Nvidia and AMD to some Middle East countries,The U.S. expanded the restriction of exports of sophisticated Nvidia and Advanced Micro Devices artificial-intelligence chips beyond China to other regions including some countries in the Middle East.,0
US curbs AI chip exports from Nvidia to some Middle East countries,"The U.S. expanded the restriction of exports of sophisticated Nvidia artificial-intelligence chips beyond China to other regions including some countries in the Middle East, the company said in a regulatory filing this week.",0
Nvidia Partner Expects AI Server Sales to Double in 2024,Key Nvidia Corp. partner Quanta Cloud Technology expects to double sales of its artificial intelligence servers in 2024 and demand to persist over the longer term as businesses weave AI into their operations and services.,1
US restricts exports of some Nvidia chips to certain Middle East countries,"The U.S. expanded the restriction of exports of sophisticated Nvidia artificial intelligence chips beyond China to other regions including some countries in the Middle East, the company said in a regulatory filing this week.",0
US restricts exports of some Nvidia chips to certain Middle East countries -filing,"The U.S. government has imposed restrictions on some Nvidia artificial intelligence chip exports to certain countries in the Middle East, the company said in a regulatory filing this week.",0
US restricts exports of some Nvidia chips to Middle East countries -filing,"The U.S. government has imposed restrictions on some Nvidia artificial intelligence chip exports to certain countries in the Middle East, the company said in a regulatory filing this week.",0
Nvidia Stock Pauses After Hitting Record High. Why This Analyst Thinks It's a Bargain.,"Nvidia is cheaper than Alphabet, Microsoft and Apple on a growth-adjusted basis according to Melius Research.  ",0
"Nvidia strikes deals with Reliance, Tata in deepening India AI bet","U.S. chip firm Nvidia on Friday announced AI partnerships with Indian conglomerates Reliance Industries and Tata Group to develop cloud infrastructure and language models, as well as generative applications.",1
Nvidia enters AI partnership with India's Tata Group,"Nvidia and India's Tata Group will partner to deliver computing infrastructure and platforms for developing artificial intelligence-based solutions, the U.S. chip designer said on Friday. (Reporting by Ashish Chandra in Bengaluru; Editing by Arun Koyyur)",1
"US Senate panel to hold AI hearing with Microsoft, Nvidia",A U.S. Senate committee on Tuesday will hold a new hearing on artificial intelligence with Microsoft President Brad Smith and Nvidia chief scientist William Daly as Congress works on legislation to mitigate the dangers of the emerging technology.,0
Tata Partners With NVIDIA to Build Large-Scale AI Infrastructure,"SANTA CLARA, Calif., Sept. 08, 2023 (GLOBE NEWSWIRE) -- NVIDIA today announced an extensive collaboration with Tata Group to deliver AI computing infrastructure and platforms for developing AI solutions. The",1
